,X.1,Title,Studio,calWeeklyGross,totTheatreCount,totGross,totBudget,WeeksOn,startYear,startWeek,X,Search,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
1682,1682,Ok Jaanu,FIP,373300,171,373200,         NA,2,2017,2,NA,NA,NA,N/A,13/01/2017,135 min,"Drama, Romance",Shaad Ali,"Mani Ratnam (story and screenplay), Gulzar (dialogue)","Shraddha Kapoor, Naseeruddin Shah, Aditya Roy Kapoor, Kitu Gidwani","Adi and Tara move to Mumbai to pursue their dreams. A chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?",Hindi,India,N/A,https://ia.media-imdb.com/images/M/MV5BMWQ2ZjE4ZTMtYjNlOS00MmJmLTkzOWMtOWMwOTg4N2M4YWI5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,51,43,NA,2756,tt5764024,movie,NA,Madras Talkies,http://www.okjanu.com/
1683,1683,Old Fashioned,Free,2185200,745,2185200,         NA,6,2015,6,1433,Old Fashioned,NA,PG-13,23/06/2017,115 min,"Drama, Romance",Rik Swartzwelder,Rik Swartzwelder,"Elizabeth Roberts, Rik Swartzwelder, LeJon Woods, Tyler Hollinger","A former frat boy and a free-spirited woman together attempt the impossible: an ""old-fashioned"" courtship in contemporary America.",English,USA,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjcxNzk4ODM3Nl5BMl5BanBnXkFtZTgwODA4OTI5MzE@._V1_SX300.jpg,53,19,29,1714,tt2048824,movie,16/06/2015,Freestyle Releasing,http://www.oldfashionedmovie.com/
1684,1684,Old Stone,Zeit.,4300,2,4400,         NA,1,2016,48,1434,Old Stone,NA,UNRATED,30/11/2016,80 min,Thriller,Johnny Ma,Johnny Ma (screenplay),"Gang Chen, Nai An, Hongwei Wang, Zebin Zhang",A psychological thriller about a taxi driver battling bureaucracy and legal manipulation in China.,Mandarin,"Canada, China",5 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTc5ODQwOF5BMl5BanBnXkFtZTgwMDAwMDY4OTE@._V1_SX300.jpg,69,NA,72,263,tt5474522,movie,NA,N/A,N/A
1685,1685,Olivia Experiment,Indic.,16600,21,15900,         NA,8,2014,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,1686,Olvidados (Forgotten),CLS,26400,7,26300,         NA,8,2015,38,NA,NA,NA,N/A,15/12/2017,76 min,"Animation, Drama, Horror","Pedro Rivero, Alberto Vázquez","Joe Deasy (script adaptation), Pedro Rivero, Pedro Rivero, Stephanie Sheh (script adaptation), Alberto Vázquez, Alberto Vázquez","Andrea Alzuri, Eva Ojanguren, Josu Cubero, Félix Arcarazo",Three children decide to leave their homes looking for a better life.,"Spanish, English","Spain, Japan",7 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3MzI0MjA3Nl5BMl5BanBnXkFtZTgwNTkyNzgyNDM@._V1_SX300.jpg,75,NA,76,775,tt5004766,movie,NA,N/A,N/A
1687,1687,On Any Sunday: The Next Chapter,Hann.,551400,304,551400,         NA,2,2014,45,1436,On Any Sunday: The Next Chapter,NA,PG,7/11/2014,90 min,"Documentary, Action, Adventure",Dana Brown,"Dana Brown, Dana Brown, Scott Rousseau, Scott Rousseau","Bo Derek, Jimmy N. Roberts, Travis Pastrana, Ashley Fiolek","Inspired by Bruce Brown's 1971 documentary, ""On Any Sunday,"" chronicles the international sport of motorcycle racing.",English,"USA, Austria, Canada, South Africa, Spain",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzA2NjkyMV5BMl5BanBnXkFtZTgwMzk2OTk3MjE@._V1_SX300.jpg,71,54,53,331,tt2872570,movie,9/02/2015,Hannover House,http://www.onanysundayfilm.com/
1688,1688,On Chesil Beach,BST,737200,455,737200,         NA,8,2018,20,1437,On Chesil Beach,NA,R,18/05/2018,110 min,"Drama, Romance",Dominic Cooke,"Ian McEwan (screenplay), Ian McEwan (novel)","Saoirse Ronan, Emily Watson, Samuel West, Anne-Marie Duff","Based on Ian McEwan's novel. In 1962 England, a young couple find their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BMzQ1MjI5OTg1M15BMl5BanBnXkFtZTgwMzIyODc4NDM@._V1_SX300.jpg,65,69,62,1186,tt1667321,movie,7/08/2018,Bleecker Street,N/A
1689,1689,On Meditation,KL,4800,5,4700,         NA,4,2016,31,1438,On Meditation,NA,NOT RATED,27/07/2016,65 min,"Documentary, Biography, History",Rebecca Dreyfus,N/A,"Giancarlo Esposito, David Lynch, Russell Simmons, Peter Matthiessen","ON MEDITATION explores the deeply personal practice of meditation through an exploration of extraordinary people and their practices including David Lynch, Giancarlo Esposito, Russell ...",N/A,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BZTVlODE1ZDMtY2ZmOS00NTY2LThkMzQtOWMwNDJjMDJhMjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,74,NA,NA,30,tt5135868,movie,NA,N/A,N/A
1690,1690,On the Beach at Night Alone,CGld,NA,20,36400,         NA,9,2017,46,1439,On the Beach at Night Alone,NA,N/A,23/03/2017,101 min,Drama,Sang-soo Hong,Sang-soo Hong,"Min-hee Kim, Young-hwa Seo, Jae-yeong Jeong, Seong-kun Mun","An actress wanders around a seaside town, pondering her relationship with a married man.","Korean, English, German","South Korea, Germany",6 wins & 7 nominations.,https://ia.media-imdb.com/images/M/MV5BZjExNTNjYzYtNmJjYS00ZmMzLTk2NDUtY2FlOWRlYWViNmU1XkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,69,NA,80,1424,tt6412864,movie,NA,N/A,N/A
1691,1691,On The Map,Jude,7000,1,7000,         NA,1,2016,48,NA,NA,NA,N/A,NA,N/A,Documentary,Dani Menkin,Dani Menkin,N/A,"""On The Map"" tells the story of '77 team, the one that brought the first European Cup to Israel and became ""The Team of the Nation"" Still demoralized after the 1973 Yom Kippur War, Israel ...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMmYwOTg3NTItODNmMy00Yjc1LWEzOTMtNDQ3MDEzZDY1NzU3XkEyXkFqcGdeQXVyNTI0ODg2Nzk@._V1_SX300.jpg,NA,NA,NA,NA,tt5788528,movie,NA,N/A,N/A
1692,1692,On the Way to School,Distrib.,8200,6,8000,         NA,8,2015,6,1441,On the Way to School,NA,N/A,23/10/2009,81 min,"Documentary, Drama","Özgür Dogan, Orhan Eskiköy",N/A,"Emre Aydin, Rojda Huz, Vehip Huz, Zulkuf Huz","One year in the life of a Turkish teacher, teaching the Turkish language to Kurdish children in a remote village in Turkey. The children can't speak Turkish, the teacher can't speak Kurdish...","Turkish, Kurdish","Turkey, Netherlands",2 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BZTljYTZjMWItY2JhOC00ODNlLWIxMTktOWZjYTliM2JkYjcyXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,75,NA,NA,1648,tt1312137,movie,NA,N/A,N/A
1693,1693,On War,Indic.,5400,4,5500,         NA,9,2015,47,1442,On War,NA,UNRATED,1/10/2008,130 min,"Comedy, Drama, War",Bertrand Bonello,Bertrand Bonello (scenario),"Mathieu Amalric, Asia Argento, Guillaume Depardieu, Clotilde Hesme","After a freak accident, Burt finds himself locked in a coffin overnight. After surviving the ordeal, he decides to live his life purely for pleasure, but ultimately he finds himself in a ...","French, English",France,1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTYzNzQ2ODMxNV5BMl5BanBnXkFtZTgwMTkxMTQ5NjE@._V1_SX300.jpg,62,NA,NA,301,tt1064861,movie,NA,Les Films du Lendemain,N/A
1694,1694,On Wings of Eagles,AD,6000,10,6000,         NA,1,2017,44,1443,On Wings of Eagles,NA,PG-13,3/11/2017,108 min,"Drama, History, Sport","Stephen Shin, Michael Parker(co-director)","Rubby Xu, Christopher C. Chan, Michael Parker, Stephen Shin","Joseph Fiennes, Bruce Locke, Shawn Dou, Richard Sanderson",Eric Liddell - China's first gold medalist and one of Scotland's greatest athletes - returns to war-torn China.,"English, Mandarin, Japanese","China, Hong Kong, USA",N/A,https://m.media-amazon.com/images/M/MV5BYjAzZTljYTQtOGM3Yy00NWIxLTllODItYzY1MDM3NzFhZTQzXkEyXkFqcGdeQXVyMTg5MzcwNw@@._V1_SX300.jpg,58,NA,NA,386,tt4714896,movie,5/12/2017,Archstone Distribution,https://onwingsofeagles.film/
1695,1695,Once I Was a Beehive,Purd.,803200,336,777400,         NA,9,2015,33,1444,Once I Was a Beehive,NA,PG,14/08/2015,119 min,"Comedy, Drama, Family",Maclain Nelson,"Maclain Nelson, Maclain Nelson","Paris Warner, Lisa Clark, Hailey Smith, Clare Niederpruem","After losing her father to cancer, a teenage girl reluctantly joins her new step-cousin at a summer camp for Latter-Day Saint (A.K.A: Mormon) girls.",English,USA,1 win.,https://ia.media-imdb.com/images/M/MV5BMTUyNjQ2NDYzOF5BMl5BanBnXkFtZTgwMjM3MTQxNTE@._V1_SX300.jpg,63,75,NA,869,tt4002772,movie,24/11/2015,Purdie Distribution,https://www.facebook.com/OnceIWasaBeehive
1696,1696,Once Upon A Time,WGUSA,504100,110,504200,         NA,6,2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,1697,One Chance,Wein.,101100,91,101200,         NA,5,2014,41,1446,One Chance,NA,PG-13,25/10/2013,103 min,"Biography, Comedy, Drama",David Frankel,Justin Zackham,"James Corden, Alexandra Roach, Julie Walters, Colm Meaney","The true story of Paul Potts, a shy, bullied shop assistant by day and an amateur opera singer by night who became a phenomenon after being chosen for -- and ultimately winning -- Britain's Got Talent (2007).","English, Italian","UK, USA",Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTA5MzQxMzEzOTVeQTJeQWpwZ15BbWU4MDY2NzM5NzIx._V1_SX300.jpg,68,63,52,9975,tt1196956,movie,NA,The Weinstein Company,http://www.weinsteinco.com/
1698,1698,"One Cut, One Life",FRun,11600,8,10600,         NA,8,2015,19,1447,"One Cut, One Life",NA,N/A,15/05/2015,107 min,"Documentary, Biography","Ed Pincus, Lucia Small","Ed Pincus, Lucia Small, Lucia Small","Angus, Kim Dittus, Paul Giamatti, Robert Hamill","When seminal documentarian Ed Pincus, considered the father of first person non-fiction film, is diagnosed with a terminal illness, he and collaborator Lucia Small team up to make one last ...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5ODQzNTQxMF5BMl5BanBnXkFtZTgwNzcyNzAzNDE@._V1_SX300.jpg,63,100,75,16,tt3846324,movie,2/11/2015,First Run Features,http://onecutonelife.com/
1699,1699,One Day Pina Asked...,Icar.,7700,1,19100,         NA,70,2014,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,1700,One Piece Film: Gold,FUN,444200,714,444200,         NA,1,2017,1,1448,One Piece Film: Gold,NA,TV-14,10/01/2017,120 min,"Animation, Action, Adventure",Hiroaki Miyamoto,"Clint Bickham, Tsutomu Kuroiwa, Eiichiro Oda (manga)","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi","The Straw Hat Pirates are taking on Gild Tesoro, one of the richest men in the world.","Japanese, English",Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BNzBiMTlhNTAtNDc4Yi00M2FiLWE3ODMtNzgwNWI3ZGFhYjNkXkEyXkFqcGdeQXVyMjQ5NjMxNDA@._V1_SX300.jpg,74,NA,43,2520,tt5251328,movie,NA,N/A,N/A
1701,1701,"One Sings, the Other Doesn't",Jan.,19700,3,19700,         NA,3,2018,22,1449,"One Sings, the Other Doesn't",NA,N/A,9/03/1977,120 min,Drama,Agnès Varda,Agnès Varda,"Thérèse Liotard, Valérie Mairesse, Robert Dadiès, Mona Mairesse","The intertwined lives of 2 women in 1970's France, set against the progress of the women's movement in which Agnes Varda was involved. Pomme and Suzanne meet when Pomme helps Suzanne obtain...",French,"Venezuela, France, Belgium",1 win.,http://ia.media-imdb.com/images/M/MV5BMjE4OTkxODgwOV5BMl5BanBnXkFtZTgwOTEzMzkwMzE@._V1_SX300.jpg,68,80,NA,376,tt0076855,movie,NA,N/A,N/A
1702,1702,One Small Hitch,Free,9100,10,9100,         NA,1,2015,6,1450,One Small Hitch,NA,NOT RATED,14/02/2015,105 min,"Comedy, Romance",John Burgess,Dode B. Levenson,"Shane McRae, Aubrey Dollar, Daniel J. Travanti, Janet Ulrich Brooks","On a flight home to Chicago for a family wedding, childhood friends Josh and Molly innocently agree to fake a wedding engagement to make Josh's dying father happy. Things quickly get out of...",English,USA,50 wins & 51 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ0NDQ5OTYwM15BMl5BanBnXkFtZTgwOTcxNzMzNDE@._V1_SX300.jpg,66,17,NA,3601,tt1937269,movie,9/02/2015,Freestyle Releasing,http://www.onesmallhitch.com/
1703,1703,One Week and a Day,Osci.,43100,40,43100,         NA,9,2017,17,1451,One Week and a Day,NA,N/A,8/09/2016,98 min,"Comedy, Drama",Asaph Polonsky,Asaph Polonsky,"Sharon Alexander, Shai Avivi, Evgenia Dodina, Uri Gavriel","When Eyal finishes the week of mourning for his late son, his wife urges him to return to their routine but instead he gets high with a young neighbor and sets out to discover that there ...",Hebrew,Israel,8 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYzc1NDIzNTQtYWNlZS00OWM3LWI3NWItMWIzMjAwZDBiMmNmXkEyXkFqcGdeQXVyMjg4Mzc3ODU@._V1_SX300.jpg,67,90,72,601,tt4777584,movie,5/09/2017,Black Sheep Film Productions,http://oneweekandaday.oscilloscope.net/
1704,1704,Only Lovers Left Alive,SPC,192200,91,2156300,700000,23,2014,26,1452,Only Lovers Left Alive,NA,R,25/12/2013,123 min,"Comedy, Drama, Fantasy",Jim Jarmusch,"Jim Jarmusch, Marion Bessay (adaptation)","Tilda Swinton, Tom Hiddleston, Anton Yelchin, Mia Wasikowska","A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.","English, French, Arabic, Turkish","Germany, UK, France, Greece, USA, Cyprus",9 wins & 42 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0NTQ1NjA0OV5BMl5BanBnXkFtZTgwMDg5NjkzMTE@._V1_SX300.jpg,73,85,79,75771,tt1714915,movie,19/08/2014,Sony Pictures Classics,http://sonyclassics.com/onlyloversleftalive/
1705,1705,Only The Brave,Sony,18524300,9337,18564300,3800000,9,2017,42,NA,NA,NA,PG-13,20/10/2017,134 min,"Biography, Drama",Joseph Kosinski,"Sean Flynn (based on the GQ article ""No Exit"" by), Ken Nolan, Eric Warren Singer","Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BYWFlOWI3YTMtYTk3NS00YWQ2LTlmYTMtZjk0ZDk4Y2NjODI0XkEyXkFqcGdeQXVyNTQxNTQ4Mg@@._V1_SX300.jpg,77,87,72,31861,tt3829920,movie,6/02/2018,Columbia Pictures,http://www.onlythebrave-movie.com/site/#
1706,1706,Only Yesterday (2016 re-release),GK,482800,185,481300,         NA,9,2016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,1707,Only You,CL,69100,18,69200,         NA,2,2015,30,1454,Only You,NA,PG,7/10/1994,115 min,"Comedy, Romance",Norman Jewison,Diane Drake,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida","Destiny. Faith (Marisa Tomei) believes that two soul-mates can be united if they find each other. From the Ouija board, she has found the name of her missing half, and it is D-A-M-O-N ...","English, Italian","USA, Italy",N/A,https://m.media-amazon.com/images/M/MV5BMmEzOWI2YTUtMDNkNS00MDRlLWFmMTctNDAyNTdiYjU5MDZiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,65,48,NA,17423,tt0110737,movie,20/01/2004,Sony Pictures Home Entertainment,N/A
1708,1708,Operation Chromite,CJ,1114700,214,1114700,         NA,7,2016,32,NA,NA,NA,NOT RATED,12/08/2016,111 min,"Action, Drama, History",John H. Lee,"Man-Hee Lee (screenplay), John H. Lee, Sean Dulake (english dialogue)","Liam Neeson, Jon Gries, Josie Bissett, Sean Dulake",A team of spies is sent into Incheon to gain intelligence on North Korean positions ahead of the invasion by UN forces.,"Korean, English",South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYjg5ZjdhNDctNTJhOC00NmY4LWFlODktOWI0NTljMTIxZjNiXkEyXkFqcGdeQXVyNDIzMTI4NDE@._V1_SX300.jpg,62,33,50,3310,tt4939066,movie,2/05/2017,Taewon Entertainment,N/A
1709,1709,Operation Mekong,WGUSA,843700,122,843700,         NA,8,2016,40,1456,Operation Mekong,NA,N/A,30/09/2016,123 min,"Action, Adventure, Crime",Dante Lam,"Kang Kei Chu (screenplay), Dante Lam (screenplay), Siu Kwan Lau (screenplay), Eric Lin, Wai Ching Tam (screenplay)","Joyce Wenjuan Feng, Baoguo Chen, Xudong Wu, Linkai Wu","Inspired by the true story known as the Mekong Massacre--two Chinese commercial vessels are ambushed while traveling down the Mekong River in the waters of the Golden Triangle, one of the largest drug-manufacturing regions in the world. 13 sailors are executed at gunpoint, and 900,000 methamphetamine pills are recovered at the scene. Upon discovery, the Chinese government immediately sends a band...","Mandarin, Cantonese, English, Thai, Burmese","China, Hong Kong",1 win & 6 nominations.,https://ia.media-imdb.com/images/M/MV5BZGQ4ZjA2ZTktMGI2NS00OTA2LWJmZjktZDAyYWRjOTBmZjFkXkEyXkFqcGdeQXVyNDQ4MDgzNzM@._V1_SX300.jpg,67,86,NA,2717,tt6044910,movie,6/06/2017,Bona Film Group Limited,N/A
1710,1710,Operation Red Sea,WGUSA,1561200,189,1527900,         NA,8,2018,8,1457,Operation Red Sea,NA,N/A,23/02/2018,142 min,"Action, Drama, Thriller",Dante Lam,Ji Feng,"Yi Zhang, Johnny Huang, Hai-Qing, Jiang Du",PLA Navy Marine Corps launch a hostage rescue operation in Ihwea and undergo a fierce battle with rebellions and terrorism.,"Mandarin, Arabic, English","China, Morocco",N/A,https://m.media-amazon.com/images/M/MV5BOTViMmI4ZTEtMzY0Zi00NjMwLWJhMzAtMmU2OTE4N2M4MzI4XkEyXkFqcGdeQXVyNjc2NjA2NTE@._V1_SX300.jpg,70,86,NA,2617,tt6878882,movie,24/07/2018,Well Go USA Entertainment,N/A
1711,1711,Oro,Sony,4000,11,3900,         NA,2,2017,48,1458,Oro,NA,N/A,25/12/2016,110 min,"Crime, Drama, Thriller",Alvin Yapan,Alvin Yapan,"Irma Adlawan, Lannifel Aguilan, Acey Aguilar, Joem Bascon","The film is about the lives of simple folk caught between the crossfire of Kapitana accused of political patronage, and Patrol Kalikasan using the environment as a front for their own ...","Filipino, Tagalog",Philippines,3 wins & 12 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYmExNjhhODQtNTliZi00MWI0LWI5Y2QtYzAwNTU0YzY2NDIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTgwMTQyNjY@._V1_SX300.jpg,62,40,NA,105,tt6271528,movie,NA,Apache Films,N/A
1712,1712,Other People,VE,99400,38,96400,         NA,5,2016,37,1459,Other People,NA,UNRATED,9/09/2016,97 min,"Comedy, Drama",Chris Kelly,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow","A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.",English,USA,3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTk2NzUzNTgyNl5BMl5BanBnXkFtZTgwNjkzODM2OTE@._V1_SX300.jpg,67,87,67,6969,tt4158876,movie,NA,Gettin' Rad Productions,N/A
1713,1713,Ouija,Uni.,56799500,12362,56799400,500000,8,2014,43,1460,Ouija,NA,PG-13,24/10/2014,89 min,"Horror, Thriller",Stiles White,"Juliet Snowden, Stiles White","Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,English,"Japan, USA",1 win.,https://m.media-amazon.com/images/M/MV5BMTQ1NzcwMTU5MF5BMl5BanBnXkFtZTgwOTE5MzEyMjE@._V1_SX300.jpg,45,6,38,41477,tt1204977,movie,3/02/2015,Universal Pictures,http://www.ouijamovie.com/
1714,1714,Ouija: Origin of Evil,Uni.,37063600,10852,37063700,900000,9,2016,43,1461,Ouija: Origin of Evil,NA,PG-13,21/10/2016,99 min,"Horror, Thriller",Mike Flanagan,"Mike Flanagan, Jeff Howard, Juliet Snowden (based on characters created by), Stiles White (based on characters created by)","Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas","In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.","English, Ukrainian","USA, China, Japan",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4NTcxNTQ5NF5BMl5BanBnXkFtZTgwNTk5OTU4OTE@._V1_SX300.jpg,61,83,65,41514,tt4361050,movie,17/01/2017,Universal Pictures,http://ouijamovie.com/
1715,1715,Our Blood is Wine,MBox,13000,11,12800,         NA,6,2018,10,NA,NA,NA,NOT RATED,9/03/2018,78 min,Documentary,Emily Railsback,N/A,"Jeremy Quinn, Ramaz Nikoladze, Giorgi Natenadze, Mariam Iosebidze","Filmmaker Emily Railsback and award-winning sommelier Jeremy Quinn provide intimate access to rural family life in the Republic of Georgia as they explore the rebirth of 8,000-year-old ...","English, Georgian",USA,N/A,https://ia.media-imdb.com/images/M/MV5BMWUxODgwZmMtODJlYy00YWU5LWJmNWQtZDI5NDUyNzhiODllXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,59,80,NA,7,tt7660966,movie,20/03/2018,Music Box Films,https://www.georgianwinedoc.com/
