,Search,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
541,Happy End,Happy End,NA,R,22/12/2017,107 min,Drama,Michael Haneke,Michael Haneke,"Isabelle Huppert, Jean-Louis Trintignant, Mathieu Kassovitz, Fantine Harduin",A drama about a family set in Calais with the European refugee crisis as the backdrop.,"French, English","France, Austria, Germany",5 nominations.,https://m.media-amazon.com/images/M/MV5BOGUwYjU2NjEtMmRhYy00ODVmLWE1YmMtNzY1OGEzOWI4ZWRkXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,68,69,72,7964,tt5304464,movie,NA,Les Films du Losange,N/A
542,Hard to Be a God,Hard to Be a God,NA,NOT RATED,27/02/2014,177 min,"Drama, Sci-Fi",Aleksey German,"Arkadiy Strugatskiy (novel), Boris Strugatskiy (novel), Aleksey German (adaptation), Svetlana Karmalita (adaptation)","Leonid Yarmolnik, Aleksandr Chutko, Yuriy Tsurilo, Evgeniy Gerchakov","A group of scientists is sent to the planet Arkanar to help the local civilization, which is in the Medieval phase of its own history, to find the right path to progress. Their task is a ...",Russian,Russia,10 wins & 11 nominations.,https://ia.media-imdb.com/images/M/MV5BMjAwMzEyMjUyNl5BMl5BanBnXkFtZTgwMTQ2NTUwNDE@._V1_SX300.jpg,67,94,90,3571,tt2328813,movie,30/06/2015,Kino Lorber,http://www.kinolorber.com/film.php?id=1918
543,Hardcore Henry,Hardcore Henry,NA,R,8/04/2016,96 min,"Action, Adventure, Sci-Fi",Ilya Naishuller,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.","English, Russian","Russia, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_SX300.jpg,67,NA,51,70600,tt3072482,movie,NA,N/A,N/A
544,"Hare Krishna! The Mantra, the Movement and the Swami Who Started it All","Hare Krishna! The Mantra, the Movement and the Swami Who Started It All",NA,N/A,3/06/2017,90 min,Documentary,"John Griesser, Jean Griesser(co-director), Lauren Ross(co-director)","Mukunda Michael Dewil, Jean Griesser","Sally Agarwal, Boy George, Edwin Bryant, Gaura Vani Buchwald","""Hare Krishna!"" is a documentary on the life of Srila Prabhupada, the 70-year-old Indian Swami who arrives in America without support or money and ignites a worldwide spiritual phenomenon, now known as the Hare Krishna Movement.",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BZmZmZjUwYjUtYWY5My00MjAyLWI4MDAtZDdlZDQ4ZTllYzQ0XkEyXkFqcGdeQXVyNTkwMjA4MzA@._V1_SX300.jpg,98,22,41,736,tt6842524,movie,NA,Inner Voice Productions,http://harekrishnathefilm.com/
545,Harmonium,Harmonium,NA,NOT RATED,16/06/2017,120 min,Drama,Kôji Fukada,Kôji Fukada,"Tadanobu Asano, Mariko Tsutsui, Taiga, Momone Shinokawa","Toshio hires Yasaka in his workshop. This old acquaintance, who has just been released from prison, begins to meddle in Toshio's family life.",Japanese,"Japan, France",4 wins & 6 nominations.,https://ia.media-imdb.com/images/M/MV5BMjM0YmVhZDgtMWMxMi00ZmNhLThjYzAtYWViNDMwOTViYTJiXkEyXkFqcGdeQXVyNDMyNzE5MTk@._V1_SX300.jpg,69,NA,84,1271,tt5182856,movie,NA,N/A,N/A
546,Harry & Snowman,Harry & Snowman,NA,N/A,30/09/2016,84 min,"Documentary, Biography, Drama",Ron Davis,Ron Davis,"Harry DeLeyer, Harriet DeLeyer, Andre DeLeyer, Marty DeLeyer",The story of immigrant Harry DeLeyer and the plow horse he rescued from slaughter.,English,USA,9 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE1NjM1OTI4Nl5BMl5BanBnXkFtZTgwNDUxOTEyNzE@._V1_SX300.jpg,77,94,74,422,tt2898306,movie,NA,FilmRise,http://www.harryandsnowman.com/
547,Harry Benson: Shoot First,Harry Benson: Shoot First,NA,UNRATED,9/12/2016,87 min,Documentary,"Justin Bare(co-director), Matthew Miele(co-director)","Justin Bare, Matthew Miele","Carl Bernstein, Bryant Gumbel, Ralph Lauren, Joe Namath","What we know today about many famous musicians, politicians, and actresses is due to the famous work of photographer Harry Benson. He captured vibrant and intimate photos of the most famous...",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMzYxNTU4NTkzN15BMl5BanBnXkFtZTgwNTU0NzEzMDI@._V1_SX300.jpg,72,84,74,253,tt3319844,movie,9/12/2016,Quixotic Endeavors,http://www.magpictures.com/harrybenson/
548,Have a Nice Day,Have a Nice Day,NA,N/A,9/02/2018,77 min,"Animation, Comedy, Crime",Jian Liu,Jian Liu,"Changlong Zhu, Kai Cao, Jian Liu, Siming Yang",A city in southern China and a bag containing a million yuan draw several people from diverse backgrounds with different personal motives into a bloody conflict.,"Mandarin, Mandarin",China,4 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZDExYTVjOTAtNDZkMC00ODgxLTk0YmMtOGYzNmU3ZGQ1OWVmXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,64,NA,77,910,tt6451304,movie,NA,N/A,N/A
549,Hayride 2,Hayride 2,NA,R,18/03/2016,92 min,"Action, Horror, Thriller",Terron R. Parsons,Terron R. Parsons,"Sherri Eakin, Jeremy Sande, Jeremy Ivy, Corlandos Scott",The end of one journey only marks the beginning of another as Detective Loomis returns to uncover the truth behind the Legend of Pitchfork.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjM1MDk4NzQzN15BMl5BanBnXkFtZTgwNDM0OTQzNDE@._V1_SX300.jpg,29,NA,NA,599,tt2924352,movie,1/06/2015,Freestyle Releasing,http://www.FearTheLegend.com
550,Heart of a Dog,Heart of a Dog,NA,N/A,20/11/1988,136 min,"Comedy, Drama, Sci-Fi",Vladimir Bortko,"Nataliya Bortko, Mikhail A. Bulgakov (story)","Evgeniy Evstigneev, Vladimir Tolokonnikov, Boris Plotnikov, Roman Kartsev",Professor Preobrazhensky and his colleague place some human parts into a dog named Sharik. Soon the dog transforms into a human.,Russian,Soviet Union,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhMDQ2OTYtY2VkNC00MGUzLThhM2MtYjk5Mjc5YWU2Y2RkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,89,NA,NA,5056,tt0096126,movie,NA,N/A,N/A
551,Hearts Beat Loud,Hearts Beat Loud,NA,PG-13,8/06/2018,97 min,"Drama, Music",Brett Haley,"Brett Haley, Marc Basch","Nick Offerman, Kiersey Clemons, Ted Danson, Toni Collette",A father and daughter form an unlikely songwriting duo in the summer before she leaves for college.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA2MTM2MjcxNV5BMl5BanBnXkFtZTgwMzI3ODgyNTM@._V1_SX300.jpg,70,91,67,939,tt7158430,movie,14/09/2018,Gunpowder & Sky,N/A
552,Heaven Knows What,Heaven Knows What,NA,R,29/05/2015,97 min,Drama,"Benny Safdie, Josh Safdie","Arielle Holmes (inspired by a book written by), Josh Safdie, Ronald Bronstein","Arielle Holmes, Caleb Landry Jones, Buddy Duress, Necro","A young woman struggles to reconcile her love for her boyfriend and for heroin, as she finds out that suicide is the only way for her boyfriend to forgive her for her misdeed.","English, Spanish, Italian",USA,5 wins & 12 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZTkwYTNhODgtNDBkNC00NTVkLWExYzctNGI4Njg1ZmRiZGE3XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,66,87,75,3501,tt3687186,movie,15/09/2015,Radius,http://radiustwc.com/releases/heaven-knows-what-2/
553,"Hello, My Name is Doris","Hello, My Name Is Doris",NA,R,1/04/2016,90 min,"Comedy, Drama, Romance",Michael Showalter,"Laura Terruso (screenplay), Michael Showalter (screenplay), Laura Terruso (short film ""Doris & the Intern"")","Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,English,USA,2 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTg0NTM3MTI1MF5BMl5BanBnXkFtZTgwMTAzNTAzNzE@._V1_SX300.jpg,66,83,63,16187,tt3766394,movie,14/06/2016,Red Crown Productions,N/A
554,Hereditary,Hereditary,NA,R,8/06/2018,127 min,"Drama, Horror, Mystery",Ari Aster,Ari Aster,"Alex Wolff, Gabriel Byrne, Toni Collette, Milly Shapiro","After the family matriarch passes away, a grieving family is haunted by tragic and disturbing occurrences, and begin to unravel dark secrets.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTU5MDg3OGItZWQ1Ny00ZGVmLTg2YTUtMzBkYzQ1YWIwZjlhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,76,89,87,43387,tt7784604,movie,NA,Windy Hill Pictures,http://hereditary.movie/
555,Hermia & Helena,Hermia & Helena,NA,NOT RATED,3/08/2017,87 min,"Comedy, Drama",Matías Piñeiro,Matías Piñeiro,"Agustina Muñoz, María Villar, Mati Diop, Keith Poulson","Hermia & Helena is a film of dead ends and new beginnings, navigating different hemispheres and languages with amorous detours, where the written words of Shakespeare clash with the entanglements of modern, digital life.","English, Spanish","Argentina, USA",4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTdjZjI1MGQtMWRhYS00YzAzLTlkMzItYzc2MjQwYzc2NDNmXkEyXkFqcGdeQXVyNjM4OTk2MjE@._V1_SX300.jpg,60,87,79,206,tt5880296,movie,31/10/2017,Trapecio Cine,N/A
556,Hidden Figures,Hidden Figures,NA,PG,6/01/2017,127 min,"Biography, Drama, History",Theodore Melfi,"Allison Schroeder (screenplay by), Theodore Melfi (screenplay by), Margot Lee Shetterly (based on the book by)","Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,English,USA,Nominated for 3 Oscars. Another 36 wins & 81 nominations.,https://m.media-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,78,93,74,150799,tt4846340,movie,11/04/2017,20th Century Fox,http://HiddenFiguresMovie.com
557,Hieronymus Bosch: Touched by the Devil,"Hieronymus Bosch, Touched by the Devil",NA,NOT RATED,7/01/2016,86 min,Documentary,Pieter van Huystee,Pieter van Huystee,"Matteo Ceriana, Charles de Mooij, Robert G. Erdmann, Gabriele Finaldi","In 2016, the Noordbrabants Museum in the Dutch city of Den Bosch held a special exhibition devoted to the work of Hieronymus Bosch, who died 500 years ago. This late-medieval artist lived ...","Dutch, English, Spanish, Italian, German",Netherlands,N/A,https://ia.media-imdb.com/images/M/MV5BMjE0MjM2NjQyNl5BMl5BanBnXkFtZTgwODU4NTUzOTE@._V1_SX300.jpg,65,56,64,232,tt5337758,movie,NA,Pieter Van Huystee Film and Television,N/A
558,High-Rise,High-Rise,NA,R,28/04/2016,119 min,Drama,Ben Wheatley,"Amy Jump, J.G. Ballard (novel)","Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans",Life for the residents of a tower block begins to run out of control.,English,"UK, Belgium, Ireland",4 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjM3MjM4NzMwMl5BMl5BanBnXkFtZTgwMTQ4MjUzODE@._V1_SX300.jpg,56,NA,65,31367,tt0462335,movie,NA,N/A,N/A
559,Higher Power,Higher Power,NA,R,9/05/2018,93 min,"Action, Sci-Fi, Thriller",Matthew Charles Santoro,"Julia Fair, Matthew Charles Santoro","Jordan Hinson, Austin Stowell, Ron Eldard, Colm Feore","When the Universe decides what it wants, it's pointless to resist. With his family's life at stake, Joseph Steadman finds himself the unwilling test subject of a maniacal scientist in a battle that could save the world, or destroy it.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmUzNTE4N2EtMmU3NS00OWFiLWJiMDEtM2UwNjczNTQ1ZGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,41,NA,NA,558,tt2924392,movie,14/08/2018,Magnet Releasing,http://www.magnetreleasing.com/higherpower/
560,Hillary's America: The Secret History of the Democratic Party,Hillary's America: The Secret History of the Democratic Party,NA,PG-13,22/07/2016,106 min,"Documentary, Biography, History","Dinesh D'Souza, Bruce Schooley","Dinesh D'Souza, Bruce Schooley","Dinesh D'Souza, Jonah Goldberg, Andrea Cohen, Peter Schweizer",Documentarian Dinesh D'Souza analyzes the history of the Democratic Party and what he thinks are Hillary Clinton's true motivations.,English,USA,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZjA0YzY5MDMtMzUxYS00ZWViLTg3NzMtMGM0YTEzZTljZGRhXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,55,4,2,5490,tt5646136,movie,11/10/2016,D'Sousa Media Corporation,http://hillarysamericathemovie.com/
561,"Hippocrates, Diary of a French Doctor",Hippocrates: Diary of a French Doctor,NA,N/A,19/06/2015,102 min,Drama,Thomas Lilti,"Pierre Chosson (scenario), Baya Kasmi (scenario), Julien Lilti (scenario), Thomas Lilti (scenario), Khalladi Shérazade","Vincent Lacoste, Jacques Gamblin, Reda Kateb, Marianne Denicourt","Benjamin is going to become a great doctor, he is sure of it. But his first experience as junior doctor in his father's service, the Professor Barois, does not turn out the way he hoped it ...",French,France,1 win & 9 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDk5ZjRmMTQtM2Y0OS00NDdjLTg1YmItODAxMDBmYTRjNTgzXkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_SX300.jpg,68,75,59,2095,tt2891070,movie,NA,DistriB Films,N/A
562,Hitchcock/Truffaut,Hitchcock/Truffaut,NA,PG-13,31/03/2016,79 min,Documentary,Kent Jones,"Kent Jones, Serge Toubiana","Mathieu Amalric, Bob Balaban, Wes Anderson, Olivier Assayas","Filmmakers discuss how Francois Truffaut's 1966 book ""Cinema According to Hitchcock"" influenced their work.","English, French, Japanese","France, USA",1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDcxODk2OV5BMl5BanBnXkFtZTgwNzA5Nzc2NTE@._V1_SX300.jpg,74,96,79,4165,tt3748512,movie,30/12/2016,Cohen Media Group LLC,N/A
563,Hitler's Hollywood,Hitler's Hollywood,NA,N/A,11/04/2018,105 min,Documentary,Rüdiger Suchsland,Rüdiger Suchsland,"Hans Albers, Heinz Rühmann, Zarah Leander, Adolf Hitler",N/A,German,Germany,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BOTBhNTI4ODMtMmE5Yy00OTk2LTg2MDgtNTlhZWU5M2NlOThjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,71,NA,NA,85,tt6566624,movie,NA,N/A,N/A
564,Ho Mann Jahaan,Ho Mann Jahaan,NA,N/A,1/01/2016,170 min,"Drama, Musical","Asim Raza, Bilawal Hussain Abbasi, Shaan Sheikh, Shehrazade Sheikh","Imtisal Abbasi (dialogue), Imtisal Abbasi (screenplay), Rashna Abdi (dialogue), Rashna Abdi (screenplay), Yasir Hussain (dialogue), Asim Raza (dialogue), Asim Raza (story)","Mahira Khan, Adeel Husain, Sheheryar Munawar Siddiqui, Sonya Jehan",Three college friends are passionate for music and face difficulties for their common dream.,Urdu,Pakistan,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BYjg4MzZkYTctMDc2OS00NzVmLWIxMmEtZDE1ZjBiMTMxNzY0XkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_SX300.jpg,74,NA,NA,1191,tt5200814,movie,NA,N/A,N/A
565,Hockney,Hockney,NA,N/A,22/04/2016,112 min,Documentary,Randall Wright,N/A,"David Hockney, Arthur Lambert, Colin Self, Don Bachardy","Hockney sees the charismatic artist take director Randall Wright on an exclusive tour of his archives and into his studio, where he still paints seven days a week. The film, which looks ...",English,UK,1 nomination.,https://ia.media-imdb.com/images/M/MV5BNjU1ODYyMjU1MF5BMl5BanBnXkFtZTgwMDU0NzA3MzE@._V1_SX300.jpg,66,84,65,234,tt4008606,movie,6/09/2016,Film Movement,N/A
566,Holy Hell,Holy Hell,NA,NOT RATED,27/05/2016,100 min,Documentary,Will Allen,N/A,"Amy Allen, Cristala Allen, Gina Allen, Will Allen",An inside look at a West Hollywood cult formed by a charismatic teacher in the 1980s that eventually imploded.,English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BMzI4ZjFkOTItMjU4Ni00OTEzLTk2OWEtNTNiM2NkNTJjOWRlXkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_SX300.jpg,71,NA,64,3326,tt5278464,movie,NA,Indican Pictures,N/A
567,Hooligan Sparrow,Hooligan Sparrow,NA,NOT RATED,22/01/2016,84 min,"Documentary, Crime, Drama",Nanfu Wang,"Mark Monroe, Nanfu Wang","Ye Haiyan, Huang, Wang Jianfen, Tang Jitian","State surveillance. Harassment. Imprisonment. Human rights activist Ye Haiyan, AKA Sparrow, knew she faced these risks when she went to Hainan Province to seek justice for six elementary ...","Mandarin, English","China, USA",10 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0MjIzODc2OF5BMl5BanBnXkFtZTgwODU4MDc5NzE@._V1_SX300.jpg,72,96,78,297,tt4079902,movie,NA,Little Horse Crossing the River LLC,http://www.hooligansparrow.com/
568,Horrible Bosses 2,Horrible Bosses 2,NA,R,26/11/2014,108 min,"Comedy, Crime",Sean Anders,"Sean Anders (screenplay), John Morris (screenplay), Jonathan Goldstein (story), John Francis Daley (story), Sean Anders (story), John Morris (story), Michael Markowitz (characters)","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzU4OTEzNzAwN15BMl5BanBnXkFtZTgwMTgwODAwMzE@._V1_SX300.jpg,63,34,40,136151,tt2170439,movie,24/02/2015,Warner Bros. Pictures,http://www.horriblebosses2.com
569,Horse Money,Horse Money,NA,UNRATED,4/12/2014,103 min,Drama,Pedro Costa,Pedro Costa,"Ventura, Vitalina Varela, Tito Furtado, Benvindo Tavares","""The time is now, a numbing and timeless present of hospital stays, bureaucratic questioning, and wandering through remembered spaces... and suddenly it is also then, the mid '70s and the ...",Portuguese,Portugal,22 wins & 21 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjk4MzgzMTEzM15BMl5BanBnXkFtZTgwNjAxNTEyNjE@._V1_SX300.jpg,70,88,84,976,tt3907156,movie,NA,Cinema Guild,http://www.cinemaguild.com/theatrical/horsemoney.html
570,Hostiles,Hostiles,NA,R,26/01/2018,134 min,"Adventure, Drama, Western",Scott Cooper,"Scott Cooper (written for the screen by), Donald E. Stewart (manuscript)","Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper","In 1892, a legendary Army captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.","English, Cheyenne",USA,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNjFhZjM4ZDYtMGRjYi00Yzc2LWExYmEtMDQ3NzA4ODU4YTljXkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_SX300.jpg,72,73,65,32807,tt5478478,movie,24/04/2018,Entertainment Studios Motion Pictures,N/A
571,Hot Pursuit,Hot Pursuit,NA,PG-13,8/05/2015,87 min,"Action, Comedy, Crime",Anne Fletcher,"David Feeney, John Quaintance","Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley",An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,"English, Spanish",USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BNzc0MDk0NDMwM15BMl5BanBnXkFtZTgwNTIzMjE1NTE@._V1_SX300.jpg,51,7,31,42790,tt2967224,movie,11/08/2015,Warner Bros. Pictures,http://www.facebook.com/HotPursuitMovie
572,Hot Tub Time Machine 2,Hot Tub Time Machine 2,NA,R,20/02/2015,93 min,"Comedy, Sci-Fi",Steve Pink,"Josh Heald, Josh Heald (characters), John Karnay (additional screenwriting)","Rob Corddry, Craig Robinson, Clark Duke, Adam Scott","When Lou finds himself in trouble, Nick and Jacob fire up the hot tub time machine in an attempt to get back to the past. But they inadvertently land in the future with Adam Jr. Now they ...",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3NzQzMzE0NV5BMl5BanBnXkFtZTgwMDM4MTI0NDE@._V1_SX300.jpg,51,14,29,32955,tt2637294,movie,19/05/2015,Paramount Pictures,http://www.hottubtimemachine2.com/
573,Hot Water,Hot Water,NA,PASSED,26/10/1924,60 min,Comedy,"Fred C. Newmeyer, Sam Taylor","Sam Taylor (story and titles), John Grey (story and titles), Tim Whelan (story and titles), Thomas J. Gray (story and titles)","Harold Lloyd, Jobyna Ralston, Josephine Crowell, Charles Stevenson",Episodic look at married life and in-law problems. Adventures include a ride on a crowded trolley with a live turkey; a wild spin in a new auto with the in-laws in tow; and a sequence in ...,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNjk0ODI5OF5BMl5BanBnXkFtZTgwNTAzODYwMjE@._V1_SX300.jpg,73,NA,NA,935,tt0015002,movie,15/11/2005,Pathé Films,N/A
